CodiceStazione;NomeStazione;NomeComune;Provincia;QuotaStazione;EPSG3003_X;EPSG3003_Y;EPSG4258_LON;EPSG4258_LAT;Bacino;SottoBacino;ZeroIdrometrico
0194;Posina a Bazzoni (Posina);POSINA;VI;455;1678208;5074606;11.292933;45.80180593;BRENTA: VENETO;BRENTA - Posina;>>
0407;Posina a Stancari;ARSIERO;VI;388;1681524;5075146;11.33576907;45.8057956;BRENTA: VENETO;BRENTA - Bacchiglione - Astico;389.62
0082;Pove del Grappa - Costalunga;POVE DEL GRAPPA;VI;669;1712943;5076136;11.74011907;45.80571942;BRENTA: VENETO;BRENTA: VALSUGANA;>>
0245;Quero;QUERO VAS;BL;252;1727966;5089998;11.93977502;45.9255196;PIAVE: VENETO;PIAVE;>>
0385;Ra Valles;CORTINA D'AMPEZZO;BL;2592;1735908;5159691;12.07691963;46.54916889;PIAVE: VENETO;PIAVE - Boite;>>
0077;Recoaro Mille;RECOARO TERME;VI;1073;1673345;5060968;11.2255215;45.68038956;BRENTA: VENETO;BRENTA - Bacchiglione - Agno;>>
0321;Retrone a Vicenza S.Agostino;VICENZA;VI;28;1696932;5044442;11.52144451;45.52548627;BRENTA: VENETO;BRENTA - Bacchiglione;28.83
0135;Rifugio la Guardia (Recoaro Terme);RECOARO TERME;VI;1130;1669786;5065151;11.18131677;45.71889138;BRENTA: VENETO;BRENTA - Agno - Guà;>>
0575;Rio Chiesa Alto (Livinallongo);LIVINALLONGO DEL COL DI LANA;BL;2097;1727457;5152723;11.96341809;46.48945123;PIAVE: VENETO;PIAVE - Cordevole;>>
0187;Roncade;RONCADE;TV;7;1764673;5059839;12.39588815;45.64140487;BACINO SCOLANTE IN LAGUNA DI VENEZIA;BACINO SCOLANTE IN LAGUNA DI VENEZIA;>>
0348;Roncadin Chies d'Alpago;CHIES D'ALPAGO;BL;1160;1762997;5120910;12.40789032;46.19073266;PIAVE: VENETO;PIAVE - Alpago;>>
0144;Rosa';ROSA';VI;88;1716095;5066330;11.77625641;45.71658505;BRENTA: VENETO;BRENTA;>>
0112;Rosolina - Po di Tramontana;ROSOLINA;RO;-2;1756791;4996051;12.26177816;45.07114136;FISS.TAR.C.BIANCO;PO;>>
0119;Roverchiara;ROVERCHIARA;VR;17;1676635;5014964;11.25118706;45.2658043;FISS.TAR.C.BIANCO;FISSERO - Tartaro - Canalbianco ;>>
0219;Rovina di Cancia (Borca di Cadore Q1335);BORCA DI CADORE;BL;1335;1749124;5147757;12.24264349;46.43717725;PIAVE: VENETO;PIAVE - Boite;>>
0108;Salizzole;SALIZZOLE;VR;21;1665612;5010656;11.10933964;45.22973697;FISS.TAR.C.BIANCO;PIAVE;>>
0099;San Bellino;SAN BELLINO;RO;6;1702997;4989700;11.57662814;45.03150148;FISS.TAR.C.BIANCO;FTC: DELTA PO ADIGE;>>
0087;San Bortolo;SELVA DI PROGNO;VR;935;1670124;5052891;11.18136996;45.6085427;ADIGE: VENETO;ADIGE;>>
0071;San Giovanni Ilarione;SAN GIOVANNI ILARIONE;VR;317;1673701;5046294;11.22486099;45.54832483;ADIGE: VENETO;ADIGE: ALTO ALPONE;>>
0236;San Martino d'Alpago;CHIES D'ALPAGO;BL;828;1762192;5119729;12.39682227;46.18043287;PIAVE: VENETO;PIAVE - Alpago;>>
0125;San Pietro in Cariano;SAN PIETRO IN CARIANO;VR;127;1647513;5041286;10.88807026;45.50931262;ADIGE: VENETO;ADIGE;>>
0266;Santa Giustina Bellunese;SANTA GIUSTINA;BL;278;1737599;5107373;12.07247911;46.07841194;PIAVE: VENETO;PIAVE - Cordevole;>>
0021;Sant'Andrea (Gosaldo);GOSALDO;BL;1254;1728100;5123840;11.95772698;46.22965097;PIAVE: VENETO;PIAVE - Cordevole;>>
0022;Sant'Antonio Tortal;TRICHIANA;BL;544;1744072;5104281;12.15448034;46.04834616;PIAVE: VENETO;PIAVE;>>
0231;Sant'Apollinare (Rovigo);ROVIGO;RO;2;1722631;4990567;11.8259685;45.03340149;FISS.TAR.C.BIANCO;FISSERO - Tartaro - Canalbianco ;>>
0551;Sant'Elena;SANT'ELENA;PD;8;1711683;5008332;11.69453713;45.196595;BRENTA: VENETO;BRENTA - Fratta - Gorzone;>>
0058;Santo Stefano di Cadore;SANTO STEFANO DI CADORE;BL;902;1772328;5162116;12.55254488;46.55719592;PIAVE: VENETO;PIAVE;>>
0136;Sappada;SAPPADA;BL;1265;1784183;5164164;12.7081344;46.57067886;PIAVE: VENETO;PIAVE;>>
0268;Sella Ciampigotto;VIGO DI CADORE;BL;1783;1775148;5154417;12.58466111;46.48692303;PIAVE: VENETO;PIAVE;>>
0235;Soffranco;LONGARONE;BL;606;1749859;5130094;12.24278045;46.278202;PIAVE: VENETO;PIAVE - Maé;>>
0351;Solagna Villaggio del sole;SOLAGNA;VI;1154;1711966;5079928;11.72922641;45.84011076;BRENTA: VENETO;BRENTA: VALSUGANA;>>
0066;Sonna a Feltre;FELTRE;BL;251;1725560;5099494;11.91326105;46.0116682;PIAVE: VENETO;PIAVE;>>
0117;Sorga';SORGA';VR;24;1657714;5009099;11.00830055;45.21753966;FISS.TAR.C.BIANCO;FISSERO - Tartaro- Canalbianco - Tione;>>
0025;Sospirolo;SOSPIROLO;BL;426;1737557;5114295;12.07539462;46.14063559;PIAVE: VENETO;PIAVE - Cordevole;>>
0571;Squaranto a Pigozzo;VERONA;VR;148;1661220;5041311;11.06344352;45.50650525;;;>>
0170;Teolo;TEOLO;PD;155;1709767;5024532;11.67713457;45.34272761;BRENTA: VENETO;BRENTA - Bacchiglione - Gorzone;>>
0285;Tesina a Bolzano Vicentino;BOLZANO VICENTINO;VI;39;1704425;5053068;11.62089522;45.60089375;BRENTA: VENETO;BRENTA - Bacchiglione - Tesina;37.60
0444;Tesina Padovano a Veggiano;VEGGIANO;PD;14;1712913;5036060;11.72221776;45.44543209;BRENTA: VENETO;BRENTA - Bacchiglione;>>
0093;Torch;ALPAGO;BL;593;1759719;5116409;12.36301566;46.15155195;PIAVE: VENETO;PIAVE - Alpago;>>
0122;Trebaseleghe;TREBASELEGHE;PD;23;1735991;5054349;12.02573694;45.60240419;BACINO SCOLANTE IN LAGUNA DI VENEZIA;BACINO SCOLANTE IN LAGUNA DI VENEZIA;>>
0221;Trecenta;TRECENTA;RO;9;1691214;4988242;11.42663109;45.02166616;FISS.TAR.C.BIANCO;FISSERO - Tartaro - Canalbianco ;>>
0220;Treviso;TREVISO;TV;19;1750910;5063669;12.22154715;45.68093386;SILE;SILE;>>
0182;Tribano;TRIBANO;PD;3;1723829;5007659;11.8487995;45.18668992;BACINO SCOLANTE IN LAGUNA DI VENEZIA;BACINO SCOLANTE IN LAGUNA DI VENEZIA;>>
0146;Trissino;TRISSINO;VI;264;1683984;5050025;11.35788495;45.57923698;BRENTA: VENETO;BRENTA - Musone;>>
0076;Turcati (Recoaro Terme);RECOARO TERME;VI;714;1670124;5063510;11.18480016;45.70401092;BRENTA: VENETO;BRENTA - Agno - Guà;>>
0079;Valdagno;VALDAGNO;VI;229;1679975;5055697;11.30863411;45.63129614;BRENTA: VENETO;BRENTA - Musone;>>
0189;Valdobbiadene - Bigolino;VALDOBBIADENE;TV;225;1733368;5085364;12.0070972;45.88205751;PIAVE: VENETO;PIAVE: PEDEROBBA;>>
0253;Valeggio sul Mincio;VALEGGIO SUL MINCIO;VR;120;1635662;5024463;10.73179344;45.36036737;FISS.TAR.C.BIANCO;FTC: ORIGINE NORD-OVEST;>>
0224;Valle di Cadore;VALLE DI CADORE;BL;794;1756116;5145629;12.3323414;46.41544389;PIAVE: VENETO;PIAVE - Boite;>>
0137;Valli del Pasubio;VALLI DEL PASUBIO;VI;602;1672183;5069541;11.21365428;45.75778254;BRENTA: VENETO;BRENTA: LEOGRA;>>
0262;Valpore (Seren del Grappa);SEREN DEL GRAPPA;BL;1271;1717711;5086478;11.80606051;45.89728311;PIAVE: VENETO;PIAVE;>>
0350;Valstagna;VALSTAGNA;VI;148;1706448;5082227;11.65923289;45.86245484;BRENTA: VENETO;BRENTA: VALSUGANA;>>
0131;Vangadizza (Legnago);LEGNAGO;VR;12;1679844;5003003;11.28774164;45.15740933;FISS.TAR.C.BIANCO;PIAVE;>>
0185;Vazzola - Tezze;VAZZOLA;TV;40;1759675;5078580;12.34189762;45.81168647;LIVENZA: VENETO;LIVENZA - Monticano;>>
0252;Venezia - Istituto Cavanis;VENEZIA;VE;20;1760369;5036126;12.32809643;45.42996715;BACINO SCOLANTE IN LAGUNA DI VENEZIA;BACINO SCOLANTE IN LAGUNA DI VENEZIA;>>
0452;Verona - Parco Adige Nord;VERONA;VR;67;1652782;5036169;10.95386338;45.46209458;ADIGE: VENETO;ADIGE;>>
0451;Vicenza - Sant'Agostino;VICENZA;VI;29;1696854;5044313;11.52039317;45.52434984;BRENTA: VENETO;BRENTA - Bacchiglione;>>
0114;Villadose;VILLADOSE;RO;0;1730059;4995063;11.92220596;45.07144877;FISS.TAR.C.BIANCO;FTC: DELTA PO ADIGE;>>
0104;Villafranca di Verona;VILLAFRANCA DI VERONA;VR;67;1643529;5025977;10.83262812;45.3724202;FISS.TAR.C.BIANCO;FISSERO - Tartaro - Canalbianco ;>>
0050;Villanova (Borca di Cadore);BORCA DI CADORE;BL;967;1746302;5148320;12.20626034;46.44327375;PIAVE: VENETO;PIAVE - Boite;>>
0188;Villorba;VILLORBA;TV;41;1751649;5071267;12.23496228;45.74894328;SILE;SILE;>>
0240;Vittorio Veneto;VITTORIO VENETO;TV;123;1756209;5097768;12.30760378;45.98539025;LIVENZA: VENETO;LIVENZA - Monticano;>>
0183;Volpago del Montello;VOLPAGO DEL MONTELLO;TV;122;1742010;5074899;12.11304779;45.78502414;SILE;SILE;>>
0184;Zero Branco;ZERO BRANCO;TV;12;1747670;5053495;12.1748348;45.59066694;BACINO SCOLANTE IN LAGUNA DI VENEZIA;BACINO SCOLANTE IN LAGUNA DI VENEZIA;>>
0399;Po a Ficarolo;BONDENO;FE;6;1691383;4979754;11.42555556;44.94527778;PO: VENETO;PO: CORSO POLESANO;>>
